"Stock Symbol","Date","Open Price","Close Price","Current Price","Price Change Rate","Price Change","High Price","Low Price","Volume"
"092870",,"12440","N/A","12760","2.41","300","13180","12440","298436"
"460940",,"14100","N/A","13590","-3.89","550","14300","13540","76322"
"239890",,"8160","N/A","8390","1.82","150","8450","8160","83550"
"006040",,"32100","N/A","32500","0.0","0","32550","31800","17711"
"007370",,"5160","N/A","5170","0.19","10","5210","5150","26560"
"328130",,"41150","N/A","40450","-0.86","350","41650","40250","166035"
"228760",,"15880","N/A","16150","0.87","140","16220","15810","124855"
"053270",,"2285","N/A","2280","0.22","5","2320","2270","14203"
"126720",,"20700","N/A","20650","-0.48","100","20950","20500","18982"
"136540",,"12650","N/A","12680","0.24","30","12690","12540","6433"
"066575",,"48100","N/A","48650","1.35","650","49000","48100","19626"
"047810",,"53100","N/A","52800","0.0","0","53800","52100","434344"
"319660",,"22650","N/A","22700","1.11","250","23300","22450","163032"
"100590",,"3720","N/A","3630","-1.09","40","3720","3590","110030"
"002900",,"3165","N/A","3130","-1.11","35","3210","3115","42089"
"066570",,"98300","N/A","98500","1.34","1300","100200","98300","499239"
"089230",,"1316","N/A","1323","-0.08","1","1324","1312","19430"
"000720",,"30350","N/A","29900","-0.99","300","30600","29850","443433"
"000725",,"44700","N/A","44850","-0.11","50","45250","44550","1108"
"123690",,"7190","N/A","7120","-2.47","180","7270","7090","96096"
"145020",,"268000","N/A","255500","5.58","13500","269500","254000","326749"
"005180",,"63300","N/A","62200","-2.35","1500","63700","62200","31198"
"204320",,"38500","N/A","38350","-0.39","150","39250","38050","157691"
"012700",,"4460","N/A","4465","-0.33","15","4475","4430","17944"
"173940",,"3640","N/A","3710","1.92","70","3770","3630","15338"
"053260",,"4845","N/A","4820","-0.52","25","4865","4785","12451"
"079430",,"8120","N/A","7930","-1.86","150","8180","7930","24138"
"389500",,"16620","N/A","16720","-0.36","60","17130","16620","16272"
"150840",,"5850","N/A","5850","0.0","0","5850","5850","0"
"227420",,"1808","N/A","1808","0.0","0","1808","1808","0"
"432470",,"19190","N/A","18400","-4.12","790","19620","18150","251206"
"137400",,"61500","N/A","58100","-5.53","3400","61900","57200","696346"
"464080",,"7150","N/A","6910","-4.95","360","7620","6870","3965644"
"047820",,"5400","N/A","5400","0.0","0","5400","5400","0"
"373170",,"9200","N/A","8700","-6.15","570","9400","8680","47984"
"046970",,"1119","N/A","1115","0.09","1","1121","1110","74072"
"009540",,"194300","N/A","185200","-2.78","5300","194400","184700","172206"
"241710",,"79500","N/A","77700","-2.14","1700","81500","74500","276261"
"021650",,"2440","N/A","2440","0.41","10","2505","2400","9960"
"122350",,"1510","N/A","1508","-0.13","2","1515","1500","15031"
"032300",,"16120","N/A","15910","-1.3","210","16290","15820","14180"
"071950",,"9100","N/A","9270","1.87","170","9400","8970","21681"
"088390",,"12570","N/A","12580","-0.87","110","12780","12160","11490"
"032790",,"1532","N/A","1535","-0.07","1","1543","1520","102100"
"353590",,"5500","N/A","5330","-3.09","170","5540","5270","107507"
"272450",,"10060","N/A","10050","-1.37","140","10210","10010","68017"
"006060",,"3880","N/A","3865","-0.51","20","3890","3860","38948"
"078590",,"638","N/A","637","-0.16","1","643","633","95416"
"007390",,"9910","N/A","9800","-1.11","110","9970","9800","150924"
"327260",,"6590","N/A","6590","0.0","0","6690","6490","20238"
"035810",,"2660","N/A","2665","0.19","5","2680","2650","36863"
"126700",,"17140","N/A","17140","0.0","0","17370","17080","63991"
"014910",,"1256","N/A","1257","0.08","1","1275","1247","34196"
"014915",,"4900","N/A","4820","0.73","35","4905","4820","1168"
"101400",,"449","N/A","448","-0.22","1","456","442","100891"
"283100",,"651","N/A","646","-6.38","44","700","646","1618"
"134380",,"79600","N/A","80000","0.5","400","80000","79100","389"
"046940",,"2540","N/A","2545","-0.59","15","2560","2515","51358"
"080420",,"1901","N/A","1903","-0.1","2","1933","1809","8743"
"083930",,"14330","N/A","14140","-1.46","210","14390","14110","22356"
"382900",,"15780","N/A","15530","-1.58","250","15980","15500","15444"
"458610",,"2155","N/A","2175","0.23","5","2175","2155","6010"
"002920",,"2130","N/A","2130","0.24","5","2130","2120","17169"
"044780",,"1330","N/A","1325","-0.38","5","1365","1315","19327"
"460930",,"10870","N/A","10540","-3.04","330","10910","10520","75303"
"419050",,"2200","N/A","2180","-0.91","20","2230","2180","219097"
"017180",,"2130","N/A","2050","-3.76","80","2130","2050","127263"
"095910",,"1606","N/A","1609","-0.06","1","1621","1598","30947"
"033640",,"8460","N/A","8240","-0.48","40","8670","8230","56021"
"448830",,"2180","N/A","2185","0.23","5","2190","2155","1465"
"481850",,"2530","N/A","2475","-2.17","55","2535","2475","93472"
"006050",,"1807","N/A","1852","1.87","34","1873","1804","727710"
"469750",,"1996","N/A","1920","-3.81","76","2025","1918","1262526"
"456440",,"2295","N/A","2300","1.77","40","2315","2275","12504"
"368600",,"3730","N/A","3730","-0.93","35","3805","3690","66792"
"042110",,"1500","N/A","1499","-0.53","8","1515","1491","30678"
"238120",,"3025","N/A","3000","-0.83","25","3025","2995","10960"
"365590",,"911","N/A","918","0.11","1","919","903","31856"
"065690",,"1116","N/A","1133","1.52","17","1142","1116","6021"
"038070",,"7360","N/A","7300","-0.68","50","7400","7230","23078"
"265740",,"6400","N/A","6400","0.0","0","6630","6360","4910"
"160600",,"3100","N/A","3100","0.0","0","3100","3100","0"
"215000",,"69400","N/A","69700","1.01","700","70000","69200","13082"
"241770",,"7540","N/A","7610","-0.91","70","7780","7540","16875"
"091580",,"11930","N/A","11810","-1.99","240","12170","11690","52333"
"477340",,"1996","N/A","1995","-0.05","1","2000","1992","1000"
"023810",,"7730","N/A","7700","-1.28","100","7820","7690","8173"
"214150",,"59800","N/A","58600","-1.68","1000","60600","58500","122488"
"034940",,"1401","N/A","1387","-1.56","22","1407","1386","24801"
"215480",,"2835","N/A","2750","0.0","0","2895","2750","105369"
"208710",,"477","N/A","467","-1.68","8","477","461","75104"
"031430",,"13720","N/A","13680","0.0","0","13760","13600","23448"
"071970",,"20500","N/A","19810","-4.3","890","20550","19320","593877"
"056730",,"829","N/A","826","0.12","1","829","802","8927"
"02826K",,"101600","N/A","100400","0.2","200","102000","100400","3610"
"078130",,"800","N/A","800","0.0","0","800","800","0"
"299910",,"6880","N/A","6880","0.0","0","6880","6880","0"
"950220",,"1484","N/A","1447","-2.16","32","1485","1447","530567"
"131290",,"50600","N/A","51200","2.81","1400","53600","49500","137220"
"064350",,"60500","N/A","61500","1.15","700","62900","60500","1493717"
"007330",,"8900","N/A","8860","0.11","10","8900","8770","10352"
"182400",,"2020","N/A","2020","0.0","0","2020","2020","0"
"105840",,"7690","N/A","7640","-0.65","50","7760","7590","59475"
"103660",,"500","N/A","520","-11.41","67","545","499","3559"
"065680",,"14930","N/A","14930","0.07","10","15070","14820","5446"
"101000",,"1880","N/A","1953","3.06","58","1985","1863","353247"
"128940",,"322500","N/A","328500","2.18","7000","333000","320000","56950"
"429270",,"7500","N/A","7420","-0.8","60","7700","7320","9728"
"053210",,"5050","N/A","5060","0.2","10","5080","5040","11001"
"054540",,"4110","N/A","4020","-3.48","145","4165","3985","113239"
"900340",,"2125","N/A","2530","17.4","375","2650","2095","15491962"
"031440",,"35400","N/A","35150","-0.71","250","35800","34800","2679"
"034950",,"83600","N/A","84100","0.6","500","85000","83500","4176"
"229640",,"26250","N/A","26000","-1.52","400","26650","26000","75114"
"011810",,"5350","N/A","5210","-2.62","140","5380","5180","111872"
"078140",,"21600","N/A","20800","-3.7","800","22250","20800","976687"
"010960",,"3195","N/A","3190","-0.16","5","3200","3165","17292"
"241790",,"6260","N/A","6240","-1.27","80","6370","6210","16358"
"432430",,"5760","N/A","5390","2.08","110","6340","5390","2650366"
"020760",,"987","N/A","996","0.91","9","1000","985","42512"
"156100",,"6840","N/A","6560","-2.53","170","6840","6330","60466"
"263540",,"5950","N/A","5950","0.0","0","5950","5950","0"
"199290",,"525","N/A","525","5.0","25","525","525","50"
"091120",,"28800","N/A","27600","-3.33","950","28900","27500","139235"
"100120",,"26350","N/A","26350","0.57","150","26400","26200","1425"
"476470",,"2105","N/A","2090","-0.71","15","2115","2085","15158"
"439090",,"20400","N/A","20200","-0.74","150","20550","20100","134099"
"115610",,"2740","N/A","3045","12.99","350","3100","2635","777276"
"348150",,"6240","N/A","6220","-0.64","40","6400","6200","34733"
"018000",,"720","N/A","727","-0.27","2","743","720","89528"
"146320",,"14860","N/A","14870","-2.36","360","15080","14770","92825"
"330860",,"13620","N/A","13600","-0.22","30","14070","13600","31215"
"121060",,"651","N/A","653","-6.04","42","695","651","4322"
"078150",,"2550","N/A","2480","-1.2","30","2585","2480","1199044"
"489790",,"41500","N/A","41100","0.0","0","43450","40350","5821104"
"079000",,"5140","N/A","5200","0.39","20","5200","5140","1745"
"053690",,"14760","N/A","14870","0.54","80","15000","14740","35671"
"304100",,"19040","N/A","19650","1.81","350","19770","19020","139332"
"228340",,"2060","N/A","2060","-0.72","15","2075","2035","2047"
"950200",,"4480","N/A","4480","-0.44","20","4640","4480","21272"
"065660",,"15150","N/A","15000","1.01","150","15270","14480","18358"
"232830",,"2010","N/A","2020","1.0","20","2065","2005","29495"
"082640",,"5800","N/A","5800","0.35","20","5930","5780","261694"
"192650",,"8850","N/A","8960","0.9","80","8990","8770","167669"
"475150",,"16650","N/A","16570","-1.02","170","17400","16550","496011"
"018470",,"1877","N/A","1797","-2.86","53","1878","1795","1549480"
"092440",,"2700","N/A","2635","-0.75","20","2700","2635","60032"
"038060",,"1222","N/A","1219","-0.25","3","1274","1219","158981"
"000700",,"5130","N/A","5150","0.39","20","5150","5100","9915"
"100130",,"2750","N/A","2705","-1.1","30","2755","2685","69325"
"091590",,"4135","N/A","4125","0.36","15","4170","4120","1280"
"023800",,"6710","N/A","6430","-3.89","260","6710","6420","48133"
"206560",,"7650","N/A","7600","-1.3","100","7720","7530","101786"
"214180",,"12590","N/A","12490","-0.87","110","12610","12470","12018"
"056700",,"1794","N/A","1791","-0.17","3","1802","1777","13709"
"124560",,"3010","N/A","3010","-0.82","25","3050","2990","466435"
"032750",,"4385","N/A","4350","-1.69","75","4420","4345","52494"
"080470",,"4075","N/A","4085","0.37","15","4175","4075","892"
"446600",,"6340","N/A","6340","0.0","0","6340","6340","0"
"005160",,"7260","N/A","7000","-3.58","260","7330","6980","370696"
"078160",,"5690","N/A","5700","0.18","10","5720","5620","29042"
"006490",,"1813","N/A","2110","17.35","312","2230","1813","43882367"
"049180",,"3645","N/A","3730","2.19","80","3770","3510","3166273"
"028260",,"133600","N/A","134300","1.51","2000","137100","133600","216257"
"950210",,"13800","N/A","14190","2.83","390","14310","13470","101838"
"065650",,"1219","N/A","1218","0.58","7","1220","1193","537277"
"066980",,"1793","N/A","1787","-0.33","6","1824","1774","122256"
"009520",,"17830","N/A","17310","-2.86","510","18000","17310","139960"
"007340",,"18620","N/A","18650","-0.16","30","19140","18370","133545"
"067830",,"2125","N/A","2125","0.0","0","2145","2110","9095"
"083500",,"9910","N/A","10020","0.1","10","10150","9910","6057"
"390110",,"1630","N/A","1630","0.0","0","1630","1630","0"
"290740",,"5620","N/A","5640","0.89","50","5640","5530","3477"
"900310",,"712","N/A","728","2.25","16","730","700","290401"
"104540",,"6550","N/A","6540","-1.06","70","6710","6490","14806"
"002995",,"9280","N/A","9300","0.11","10","9320","9280","45"
"317870",,"19500","N/A","19230","-1.38","270","19500","19230","3508"
"038950",,"3950","N/A","3985","-0.13","5","3990","3900","5641"
"079810",,"8560","N/A","8320","-4.37","380","8720","8270","132103"
"010140",,"10210","N/A","9870","-3.05","310","10220","9840","4212463"
"376290",,"3225","N/A","3170","0.79","25","3225","3165","2242"
"356680",,"4255","N/A","4195","-1.41","60","4280","4195","192125"
"38380K",,"8890","N/A","8790","-0.11","10","8890","8540","518"
"465320",,"2125","N/A","2140","0.23","5","2155","2125","1777"
"009150",,"130500","N/A","129800","-0.76","1000","131600","129500","162284"
"034590",,"25500","N/A","25550","0.0","0","25650","25500","1648"
"023460",,"362","N/A","313","-11.83","42","366","312","6652280"
"430220",,"2190","N/A","2180","0.69","15","2215","2165","20062"
"174880",,"2650","N/A","2650","0.0","0","2650","2650","0"
"009155",,"62600","N/A","62500","-0.16","100","63000","62500","3782"
"102370",,"4785","N/A","4710","-2.18","105","4875","4635","487268"
"000320",,"13830","N/A","13880","0.07","10","14000","13710","10391"
"097230",,"2585","N/A","2500","-2.91","75","2620","2485","116041"
"000325",,"30000","N/A","29950","0.0","0","30050","29550","58"
"099410",,"2790","N/A","2695","-3.41","95","2830","2695","51699"
"900300",,"84","N/A","83","1.22","1","86","81","12099702"
"051910",,"357500","N/A","354500","-0.56","2000","364000","350000","268871"
"003830",,"120000","N/A","120800","0.5","600","121900","120000","713"
"317400",,"3970","N/A","4015","-0.86","35","4100","3970","93813"
"014970",,"4020","N/A","4035","0.37","15","4060","3990","10933"
"010130",,"797000","N/A","794000","0.63","5000","801000","769000","329843"
"012790",,"7250","N/A","7250","0.0","0","7300","7220","15748"
"010120",,"161100","N/A","158000","-1.5","2400","162700","155500","204595"
"034120",,"15800","N/A","15840","0.7","110","15840","15630","39364"
"009140",,"20650","N/A","20650","0.49","100","20700","20450","1206"
"033270",,"20800","N/A","20800","-0.48","100","21100","20750","25381"
"008290",,"566","N/A","565","-0.18","1","580","558","10805"
"170030",,"5760","N/A","5730","-0.52","30","5820","5730","21288"
"002990",,"3170","N/A","3155","-0.47","15","3180","3155","37623"
"051915",,"251500","N/A","245000","-2.58","6500","253500","245000","19236"
"381620",,"37250","N/A","33900","-8.87","3300","38150","33800","500408"
"264450",,"12660","N/A","12790","0.87","110","12790","12600","7367"
"430690",,"5800","N/A","5660","-4.23","250","6050","5580","194046"
"383800",,"7150","N/A","7160","0.14","10","7190","7110","61861"
"477760",,"2065","N/A","2065","-0.48","10","2075","2065","11524"
"101490",,"25050","N/A","24850","0.0","0","25750","24800","60117"
"022100",,"30200","N/A","29100","-3.48","1050","30550","29050","476983"
"026940",,"2650","N/A","2690","1.13","30","2690","2650","26268"
"001200",,"4155","N/A","4165","-0.24","10","4235","4135","403838"
"067010",,"2970","N/A","2965","-0.17","5","2995","2910","5360"
"001685",,"16380","N/A","16410","-1.5","250","16700","16380","5713"
"099440",,"3520","N/A","3605","16.67","515","3890","3475","23048709"
"088790",,"1824","N/A","1812","-0.93","17","1859","1803","15516"
"051900",,"359000","N/A","354000","-1.12","4000","359500","353000","47449"
"219420",,"4870","N/A","4820","-0.82","40","4935","4800","44783"
"004710",,"4420","N/A","4430","0.68","30","4465","4385","40650"
"317850",,"9700","N/A","9820","2.29","220","10040","9650","509685"
"012340",,"559","N/A","556","-0.36","2","564","550","73442"
"389140",,"5830","N/A","5730","-2.88","170","6080","5730","41106"
"357550",,"47100","N/A","45500","-3.09","1450","47100","45500","7016"
"056360",,"4690","N/A","4740","1.28","60","4770","4690","6446"
"054180",,"398","N/A","400","0.5","2","410","395","372056"
"487570",,"41050","N/A","41250","0.73","300","41950","41050","3506"
"060850",,"7150","N/A","7150","-0.28","20","7320","7030","3240"
"033240",,"17080","N/A","17050","-0.12","20","17170","17010","33139"
"011000",,"2340","N/A","2385","0.63","15","2395","2340","221677"
"051905",,"151700","N/A","151700","0.07","100","152800","151100","3253"
"262260",,"8320","N/A","8100","-2.64","220","8390","8070","55874"
"023440",,"1750","N/A","1775","0.0","0","1842","1691","725914"
"139670",,"3030","N/A","2980","-0.33","10","3030","2945","23548"
"353190",,"850","N/A","845","0.0","0","858","792","82465"
"366030",,"4750","N/A","4670","-2.2","105","4825","4660","60772"
"407400",,"6690","N/A","6530","-2.1","140","6720","6520","56903"
"148150",,"6070","N/A","5970","-2.13","130","6200","5850","239528"
"025620",,"5380","N/A","5450","0.74","40","5520","5380","4066"
"453340",,"11760","N/A","11770","0.26","30","11840","11750","12114"
"067000",,"1768","N/A","1735","-1.87","33","1768","1735","67222"
"003850",,"11470","N/A","11720","2.36","270","11830","11330","768240"
"068330",,"1302","N/A","1285","-2.28","30","1347","1285","128069"
"004700",,"55700","N/A","54700","-1.08","600","55900","54200","306"
"044380",,"363","N/A","363","0.0","0","366","362","65939"
"099430",,"5110","N/A","5080","-0.59","30","5170","5010","183446"
"238170",,"675","N/A","673","-0.15","1","675","573","203"
"317860",,"6190","N/A","6180","1.48","90","6190","5800","1533"
"161580",,"20150","N/A","20000","-1.23","250","20700","19800","577270"
"012330",,"225000","N/A","224500","1.35","3000","226500","222500","145064"
"014990",,"732","N/A","701","-2.64","19","751","686","675445"
"035420",,"172900","N/A","173300","0.52","900","173500","171200","576782"
"057680",,"927","N/A","909","-2.68","25","949","908","776308"
"012320",,"77700","N/A","76900","-1.54","1200","79100","76800","8875"
"033250",,"1395","N/A","1389","-1.14","16","1399","1351","213044"
"140660",,"1293","N/A","1293","0.0","0","1293","1293","0"
"009160",,"4240","N/A","4205","-0.12","5","4330","4100","116395"
"251120",,"15890","N/A","16170","2.34","370","16930","15820","89754"
"001680",,"20650","N/A","20250","-0.98","200","20650","20200","74018"
"194480",,"38550","N/A","37050","-3.01","1150","39100","36850","48381"
"026960",,"19000","N/A","19100","-0.16","30","19450","19000","63738"
"047400",,"2365","N/A","2350","0.86","20","2380","2260","546741"
"023450",,"33350","N/A","33100","-0.75","250","33750","33050","1277"
"003800",,"28000","N/A","27700","-0.18","50","28000","27500","2014"
"024740",,"2160","N/A","2155","0.7","15","2215","2140","622922"
"023410",,"3460","N/A","3465","0.0","0","3480","3450","44720"
"001620",,"580","N/A","577","-0.52","3","585","571","95047"
"076340",,"5780","N/A","5250","-7.57","430","5780","5250","2252"
"230240",,"9500","N/A","9440","-1.15","110","9510","9280","16770"
"078520",,"7370","N/A","7160","-3.63","270","7430","7160","93662"
"467930",,"2160","N/A","2155","-0.46","10","2190","2145","2516"
"010580",,"1220","N/A","1225","-0.57","7","1231","1216","10509"
"317830",,"5680","N/A","5680","-0.87","50","6210","5680","171104"
"011420",,"2320","N/A","2340","0.21","5","2400","2310","1040405"
"417200",,"18110","N/A","17500","-3.05","550","18230","17500","237513"
"008260",,"4140","N/A","4170","0.72","30","4170","4125","37064"
"012750",,"58500","N/A","58300","0.69","400","58700","57900","12923"
"281820",,"37200","N/A","38250","1.46","550","38850","37200","88139"
"030190",,"10720","N/A","10570","-1.31","140","10790","10480","20206"
"055490",,"18680","N/A","18160","-2.78","520","18690","18090","15344"
"355390",,"13360","N/A","12810","-2.81","370","13470","12620","38755"
"452430",,"13510","N/A","13600","0.67","90","14190","13510","82080"
"021240",,"66300","N/A","65100","-0.61","400","66600","64900","59801"
"128540",,"1491","N/A","1503","1.28","19","1548","1484","72687"
"000760",,"12650","N/A","12990","2.69","340","13000","12540","869"
"069640",,"1770","N/A","1753","1.39","24","1935","1725","310782"
"066130",,"5420","N/A","5380","-0.74","40","5470","5330","40225"
"098120",,"5510","N/A","5510","0.0","0","5570","5470","24152"
"068790",,"5500","N/A","5480","-0.36","20","5550","5460","21932"
"091970",,"710","N/A","711","0.0","0","712","700","72294"
"088340",,"13750","N/A","14000","1.97","270","14250","13750","299170"
"179290",,"8140","N/A","8330","2.46","200","8400","8070","252175"
"323280",,"38600","N/A","38700","-1.4","550","41900","38100","1106298"
"215090",,"1505","N/A","1505","0.0","0","1505","1505","0"
"217270",,"5600","N/A","5440","-1.98","110","5630","5380","41422"
"035890",,"1580","N/A","1593","1.01","16","1613","1579","668179"
"278650",,"2010","N/A","2070","-5.91","130","2130","2010","821969"
"465770",,"11260","N/A","11700","1.83","210","12130","11250","1185819"
"033230",,"2150","N/A","2135","-1.39","30","2185","2135","376902"
"008250",,"5030","N/A","5030","-0.4","20","5110","5000","20530"
"009580",,"2880","N/A","2865","-0.17","5","2885","2860","22920"
"357580",,"7410","N/A","7690","2.81","210","8150","7410","114424"
"464440",,"2150","N/A","2145","-0.23","5","2150","2125","72"
"257720",,"42500","N/A","41050","-4.65","2000","42850","40800","1312274"
"290720",,"3295","N/A","3245","-1.52","50","3355","3115","83768"
"454640",,"2120","N/A","2140","0.0","0","2140","2120","2931"
"045660",,"14340","N/A","14330","-0.56","80","14440","14230","26796"
"103230",,"3745","N/A","3765","-0.79","30","3845","3630","12757"
"024720",,"7340","N/A","7120","-3.0","220","7370","7070","179360"
"224810",,"2250","N/A","2250","-0.22","5","2250","2250","0"
"163730",,"10740","N/A","10460","-1.88","200","11130","10380","590278"
"088350",,"2925","N/A","2950","1.72","50","2955","2915","876247"
"183300",,"56000","N/A","56700","2.53","1400","58200","55500","65710"
"053290",,"3780","N/A","3890","3.05","115","4020","3765","762161"
"032350",,"10180","N/A","10030","-1.38","140","10260","9990","308378"
"112190",,"1299","N/A","1279","0.0","0","1299","1211","42"
"298690",,"2425","N/A","2430","0.21","5","2470","2395","98740"
"336570",,"6360","N/A","6310","-0.16","10","6530","6270","485487"
"087010",,"75300","N/A","74300","1.5","1100","78700","72500","2122142"
"256840",,"5630","N/A","5450","-4.05","230","5660","5440","669875"
"140610",,"11500","N/A","11300","-0.88","100","11990","10860","20480"
"192250",,"955","N/A","957","-0.83","8","966","954","253253"
"069620",,"153000","N/A","161100","7.11","10700","161800","149500","150903"
"418550",,"19010","N/A","19000","-0.05","10","19630","18870","130916"
"000300",,"241","N/A","241","0.0","0","241","241","0"
"207490",,"6800","N/A","6800","-2.86","200","6800","6800","10"
"044340",,"6250","N/A","6240","-0.16","10","6290","6200","3931"
"063080",,"21700","N/A","21400","-2.28","500","22550","21350","38881"
"107600",,"25850","N/A","25300","-2.13","550","26400","25300","11292"
"208340",,"2915","N/A","2915","0.0","0","2915","2915","0"
"002960",,"322000","N/A","320500","0.0","0","322000","317500","1259"
"026910",,"2325","N/A","2300","0.0","0","2325","2290","3635"
"066590",,"3010","N/A","3015","0.33","10","3030","3000","69777"
"001630",,"57400","N/A","58600","1.21","700","58600","57100","1671"
"473370",,"2045","N/A","2040","-0.24","5","2045","2035","4101"
"315640",,"5660","N/A","5750","3.42","190","6190","5650","737122"
"033200",,"3300","N/A","3260","-1.21","40","3330","3250","8181"
"126340",,"38050","N/A","37700","0.0","0","38250","37600","8835"
"361610",,"37650","N/A","36250","-3.59","1350","38450","36150","286021"
"014940",,"3605","N/A","3445","-4.17","150","3625","3405","418187"
"357120",,"4690","N/A","4790","1.91","90","4790","4690","225535"
"377190",,"3335","N/A","3325","-2.35","80","3370","3270","192071"
"058970",,"47450","N/A","47000","-1.05","500","48150","46250","108973"
"036710",,"1650","N/A","1617","-1.64","27","1661","1601","20806"
"010100",,"3850","N/A","3800","-1.17","45","3895","3750","47806"
"333050",,"1275","N/A","1298","1.8","23","1298","1261","20832"
"006090",,"8900","N/A","8760","-1.13","100","8930","8750","6212"
"053280",,"6380","N/A","6380","29.81","1465","6380","6380","2497029"
"244880",,"2495","N/A","2495","-0.2","5","2495","2200","2420"
"267980",,"39350","N/A","38850","-0.51","200","39350","38800","6064"
"327610",,"7200","N/A","7030","-5.0","370","7390","6800","1442"
"172670",,"9600","N/A","9660","0.0","0","9860","9600","7588"
"133820",,"889","N/A","893","-0.78","7","903","889","17603"
"053700",,"4465","N/A","4405","-2.0","90","4510","4405","34637"
"092070",,"11400","N/A","11580","2.12","240","11720","11400","45223"
"208350",,"3135","N/A","3060","-2.39","75","3135","2990","19949"
"323350",,"7070","N/A","7000","0.0","0","7090","6960","17468"
"108860",,"11070","N/A","10800","-2.7","300","11190","10790","272211"
"276040",,"3610","N/A","3525","-2.35","85","3655","3485","48600"
"014580",,"4485","N/A","4495","-0.22","10","4530","4460","41480"
"011070",,"204500","N/A","201500","-1.23","2500","206000","200500","119981"
"260930",,"5360","N/A","5420","0.18","10","5500","5200","27107"
"075970",,"2560","N/A","2530","-2.32","60","2575","2510","76627"
"218150",,"4510","N/A","4440","-1.88","85","4530","4405","323870"
"014100",,"2280","N/A","2215","0.45","10","2670","2195","288898"
"189860",,"4110","N/A","4080","-0.73","30","4145","4005","32619"
"088800",,"840","N/A","918","9.29","78","1045","840","6776766"
"438580",,"2250","N/A","2225","-0.45","10","2265","2195","1599"
"139130",,"8190","N/A","8100","-0.49","40","8190","8090","325418"
"084440",,"996","N/A","937","-5.83","58","1007","920","268499"
"236810",,"3920","N/A","3695","-0.94","35","4310","3695","1405225"
"455900",,"26300","N/A","26050","-0.76","200","27150","26050","230426"
"001275",,"22250","N/A","22250","0.23","50","22300","22250","2087"
"004780",,"4075","N/A","4165","2.84","115","4170","4035","103890"
"001270",,"28750","N/A","28800","-0.69","200","29400","28600","4233"
"115160",,"1678","N/A","1718","1.42","24","1731","1678","130378"
"446190",,"2230","N/A","2160","-2.26","50","2230","2160","46414"
"005610",,"50400","N/A","50300","0.0","0","50500","49950","3518"
"196170",,"380000","N/A","386000","4.61","17000","388500","373000","595848"
"072470",,"3130","N/A","3135","0.0","0","3145","3065","3699"
"095570",,"4690","N/A","4755","0.42","20","4780","4690","80126"
"448370",,"2115","N/A","2110","-0.71","15","2135","2090","1523"
"014570",,"5080","N/A","4995","-0.89","45","5080","4995","4098"
"299170",,"1505","N/A","1530","-0.26","4","1535","1505","25778"
"037230",,"2005","N/A","1995","0.55","11","2005","1982","8759"
"338840",,"12210","N/A","12150","0.41","50","12320","11820","427083"
"144960",,"5020","N/A","4985","0.1","5","5060","4950","57315"
"064820",,"4975","N/A","4930","-1.1","55","5030","4885","60636"
"200880",,"14450","N/A","14720","1.66","240","14780","14400","200806"
"082270",,"19680","N/A","20500","3.27","650","20500","19620","346006"
"258610",,"1673","N/A","1644","-2.72","46","1676","1630","30743"
"004770",,"1600","N/A","1597","-0.5","8","1615","1590","53435"
"244460",,"454","N/A","454","0.0","0","454","454","0"
"001260",,"6260","N/A","6270","-0.95","60","6390","6260","2690"
"302430",,"10200","N/A","9800","-4.2","430","10300","9800","52509"
"105330",,"4270","N/A","4170","-2.8","120","4375","4135","66836"
"208370",,"4670","N/A","4580","-2.66","125","4730","4550","271102"
"322000",,"24100","N/A","23400","-4.88","1200","24250","23350","181130"
"051500",,"19100","N/A","18350","-3.52","670","19190","18350","13273"
"097780",,"900","N/A","906","0.11","1","906","898","11661"
"003465",,"2160","N/A","2215","-0.67","15","2220","2160","372"
"011090",,"581","N/A","580","-0.68","4","599","574","42383"
"486630",,"2010","N/A","2015","0.5","10","2020","2005","83699"
"038530",,"281","N/A","274","-2.49","7","283","274","823859"
"187660",,"2980","N/A","3090","4.75","140","3100","2940","85949"
"104480",,"1493","N/A","1489","-0.27","4","1501","1481","43017"
"039860",,"4090","N/A","3830","-6.01","245","4095","3755","2577499"
"127120",,"3120","N/A","3735","17.27","550","3770","3120","915583"
"051980",,"14850","N/A","14920","0.54","80","15940","14460","7584168"
"383310",,"53300","N/A","51700","-0.19","100","56000","51300","254048"
"085310",,"797","N/A","795","0.0","0","801","791","122690"
"185490",,"3120","N/A","2960","-3.43","105","3120","2935","57463"
"119500",,"2820","N/A","2810","0.0","0","2820","2780","10271"
"332290",,"1194","N/A","1178","-1.34","16","1210","1176","25400"
"003475",,"2925","N/A","2920","0.0","0","2970","2905","49662"
"094280",,"12660","N/A","12750","0.16","20","12800","12660","7281"
"001290",,"473","N/A","475","0.0","0","482","473","36442"
"006980",,"17100","N/A","17110","-0.75","130","17400","17060","1606"
"003470",,"2945","N/A","2940","-0.17","5","2950","2890","101200"
"002140",,"2750","N/A","2740","-1.62","45","2795","2720","313588"
"153460",,"6360","N/A","6360","0.32","20","6640","6310","1617"
"007815",,"5790","N/A","5850","0.34","20","5900","5770","881"
"235980",,"5770","N/A","6170","5.11","300","6240","5770","315594"
"474660",,"2145","N/A","2140","-0.23","5","2150","2130","9640"
"069260",,"19890","N/A","19790","0.61","120","19920","19710","50209"
